Case-Acc #,Band No. ,Species,Scientific Name,Order,Family,Capture Status,Age,Sex,Location,Region,Date Collected,Season,Year,Sample 1,Result,Ct,PCR Date,Final HA Result,MA PCR of Egg Fluid
CDX16-2976,8108055,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2977,8108049,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2978,8108054,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2979,8108056,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2980,8108042,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2981,8108045,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2982,8108046,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2983,8108060,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2984,8108053,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2985,8108048,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2986,8108047,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2987,8108057,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2989,8108062,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2990,8108064,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2991,8108072,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2992,8108066,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2993,8108058,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2994,8108068,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2995,8108063,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2996,8108071,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2997,8108070,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2998,8108065,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-2999,8108069,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3001,781408,Common Redshank,Tringa totanus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3002,781409,Common Redshank,Tringa totanus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3003,781410,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3004,781411,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3005,781412,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3006,781413,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3007,781414,Red Knot,Calidris canutus,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3008,8108073,Common Ringed Plover,Charadrius hiaticula,Charadriiformes,Charadriidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3009,8108074,Common Ringed Plover,Charadrius hiaticula,Charadriiformes,Charadriidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3010,8108075,Dunlin,Calidris alpina,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3011,963009,Dunlin,Calidris alpina,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3012,8108076,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3013,8108077,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3014,8108078,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3015,8108079,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3017,8108081,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3018,8108082,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3019,8108083,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3020,8108084,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3021,8108085,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3022,8108086,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3023,8108087,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3024,8108088,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3026,8108090,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3027,8108091,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3028,8108092,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3029,8108093,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3030,8108094,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3031,8108095,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3033,8108097,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3034,8108098,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3035,8108099,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3036,8108100,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3037,8108101,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3038,8108102,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3039,8108103,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3040,8108104,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3041,8108105,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3042,8108106,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3043,8108107,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3044,-,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3045,8108108,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3047,8108109,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3048,8108110,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3049,8108111,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3050,963010,Dunlin,Calidris alpina,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3051,963011,Dunlin,Calidris alpina,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3052,-,Dunlin,Calidris alpina,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3046,897116,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,R,2CY+,U,Sandgerdi,Southwest,5/28/2013,Spring,2013,Cloacal Swab,P,39.51,7/24/2013,N,
CDX16-3053,-,Black-legged Kittiwake,Rissa tridactyla,Charadriiformes,Laridae,N,2CY+,U,Kollafjordur,Southwest,5/29/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3054,8108112,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/24/2013,,
CDX16-3055,8108113,Common Ringed Plover,Charadrius hiaticula,Charadriiformes,Charadriidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3056,8108114,Common Ringed Plover,Charadrius hiaticula,Charadriiformes,Charadriidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3057,8108115,Common Ringed Plover,Charadrius hiaticula,Charadriiformes,Charadriidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3058,8108116,Common Ringed Plover,Charadrius hiaticula,Charadriiformes,Charadriidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3059,8108117,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3060,8108118,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3061,8108119,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3062,8108120,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3063,8108121,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3064,8108122,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3065,8108123,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3066,8108124,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3067,BT40397,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3068,8108125,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3069,8108126,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3070,8108127,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3071,8108128,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3072,8108129,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3073,8108130,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3074,8108131,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3075,8108132,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3076,8108133,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3077,8108134,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3078,8108135,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3079,8108136,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,2CY+,U,Sandgerdi,Southwest,5/31/2013,Spring,2013,Cloacal Swab,N,No Ct,7/29/2013,,
CDX16-3122,272143,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3124,272144,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3125,272145,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3126,4115205,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3127,6090921,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3128,272146,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3129,272147,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3130,272148,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3131,272149,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3132,272150,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3133,4115206,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3134,272151,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3135,272152,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3136,272153,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3137,272154,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3138,272155,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3139,4115207,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3140,272156,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3141,341834,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3142,272157,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3143,272158,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3144,272159,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3145,272160,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3146,272161,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3147,4115208,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3148,272162,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3149,272163,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3150,4115204,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3151,272164,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3152,4115210,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3153,272165,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3154,4115211,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
CDX16-3155,4115212,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/13/2014,Spring,2014,Oral/Cloacal Combined Swab,N,No Ct,8/25/2014,,
